longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.01,37.59,2,838,295,240,149,2.875,237500,NEAR BAY
-119.81,36.76,51,2419,486,1284,426,2.2029,54200,INLAND
-122.28,37.87,46,1777,446,805,431,2.8676,212000,NEAR BAY
-122.33,37.97,19,5151,1335,2548,1165,3.3125,158800,NEAR BAY
-122.01,37.53,27,1890,303,889,314,5.7057,287600,NEAR BAY
-122.19,37.79,50,968,195,462,184,2.9844,179900,NEAR BAY
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND
-122.17,37.87,38,1261,177,472,183,6.917,438000,NEAR BAY
-119.98,38.94,25,1339,328,503,219,1.9018,109700,INLAND
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
-122.25,37.89,42,2863,460,1031,448,6.7138,368600,NEAR BAY
-122.18,37.73,43,1391,293,855,285,2.5192,76400,NEAR BAY
-122.1,37.67,34,3659,897,2479,903,2.9564,150500,NEAR BAY
-120.55,38.31,18,1411,312,592,230,1.625,94700,INLAND
-122.22,37.77,52,391,128,520,138,1.6471,95000,NEAR BAY
-122.02,37.97,36,2342,436,1191,416,4.0,171000,NEAR BAY
-119.75,36.8,25,2718,504,1257,465,2.3333,90600,INLAND
-119.79,36.76,52,1185,260,635,239,1.175,56100,INLAND
-120.01,38.89,24,1669,422,589,281,3.0089,100800,INLAND
-119.31,36.63,26,1874,416,1834,432,1.6486,55200,INLAND
-119.98,38.96,25,2443,444,868,342,3.5417,114800,INLAND
-122.31,38.0,29,3108,534,1687,516,4.3333,170800,NEAR BAY
-122.26,37.8,20,2373,779,1659,676,1.6929,115000,NEAR BAY
-119.98,38.92,28,1408,312,522,221,2.0708,89600,INLAND
-120.55,38.46,16,1443,249,435,181,3.2031,129200,INLAND
-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND
-119.44,36.6,5,2353,608,2505,573,2.2863,69200,INLAND
-119.69,36.43,29,1799,356,1278,387,1.7813,57900,INLAND
-122.03,37.69,20,200,25,83,31,6.5,340000,NEAR BAY
-121.95,37.54,29,3517,645,1724,585,4.6641,248900,<1H OCEAN
-120.81,38.74,29,2259,482,1099,463,2.3314,121600,INLAND
-122.27,37.87,30,1465,439,862,425,1.7778,268800,NEAR BAY
-122.19,37.75,28,856,189,435,162,0.8012,81800,NEAR BAY
-122.18,37.76,52,754,175,447,165,3.9063,93800,NEAR BAY
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY
-119.85,36.84,12,2272,304,840,305,8.9669,213900,INLAND
-122.34,37.95,44,1788,368,933,329,2.875,133400,NEAR BAY
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
-122.1,37.65,25,2538,494,1185,501,4.5417,194400,NEAR BAY
-122.24,37.82,52,1509,225,674,244,4.9306,313400,NEAR BAY
-119.49,37.1,24,2532,555,1564,507,2.3359,92400,INLAND
-122.14,38.03,42,118,34,54,30,2.5795,225000,NEAR BAY
-121.58,39.5,29,1947,383,925,337,2.1658,57600,INLAND
-120.37,36.13,10,2522,533,1335,493,3.2639,86400,INLAND
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
-119.8,36.79,45,1337,187,471,187,5.187,153800,INLAND
-122.04,37.62,32,1540,324,793,302,3.2857,193200,NEAR BAY
-122.19,37.74,36,847,212,567,159,1.1765,87100,NEAR BAY
-120.81,38.73,42,1276,260,799,259,2.7273,128600,INLAND
-121.8,37.7,22,5533,943,2474,910,4.7361,216800,INLAND
-120.02,38.91,22,2138,493,829,330,2.2056,107200,INLAND
-122.16,37.77,39,1583,349,857,316,3.0958,145800,NEAR BAY
-122.23,37.79,40,930,199,564,184,1.3281,113300,NEAR BAY
-122.28,37.89,52,2315,408,835,369,4.5893,290100,NEAR BAY
-119.73,36.72,15,2246,456,1190,403,2.0294,70400,INLAND
-121.57,39.8,23,790,137,365,152,2.1912,115200,INLAND
-119.86,36.78,7,2232,490,1274,499,2.9853,74700,INLAND
-121.85,38.0,26,3364,570,1806,566,4.2647,133400,INLAND
-121.95,37.94,27,1469,216,578,219,5.9346,253600,INLAND
-122.08,37.65,35,1813,393,1093,374,3.6818,165400,NEAR BAY
-122.16,37.74,47,824,223,533,166,2.625,98200,NEAR BAY
-122.09,37.68,41,1834,463,1105,467,2.8322,170300,NEAR BAY
-122.32,37.96,25,1728,403,934,412,3.375,133700,NEAR BAY
-122.26,37.88,52,2255,410,823,377,5.7979,415300,NEAR BAY
-119.86,36.8,18,2536,516,1196,466,2.5595,67900,INLAND
-122.27,37.73,31,5785,1379,2973,1312,3.2689,231000,NEAR BAY
-119.65,36.62,6,1931,422,1344,414,1.6607,58000,INLAND
-121.98,37.58,20,4126,1031,2079,975,3.6832,216900,<1H OCEAN
-122.24,37.79,52,674,180,647,168,3.375,116100,NEAR BAY
-119.83,36.82,14,1087,165,365,176,7.2909,155600,INLAND
-122.29,37.89,52,3171,698,1498,696,3.1795,218200,NEAR BAY
-122.28,37.83,52,3108,813,1623,765,2.6997,126900,NEAR BAY
-119.5,36.62,34,1440,267,1018,265,2.2206,63400,INLAND
-119.69,36.85,20,2655,432,1081,379,4.5398,143100,INLAND
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,<1H OCEAN
-122.18,37.77,27,909,236,396,157,2.0786,97500,NEAR BAY
-122.25,37.84,52,3549,707,1551,714,3.6912,261100,NEAR BAY
-119.53,36.61,33,587,170,730,162,1.5625,55800,INLAND
-121.94,37.94,26,1299,174,533,180,6.2296,291700,INLAND
-119.67,36.81,4,1262,216,622,199,4.9432,114400,INLAND
-119.54,36.51,36,49,7,28,2,4.625,162500,INLAND
-122.23,37.81,52,2315,292,861,258,8.8793,410300,NEAR BAY
-122.18,37.73,42,909,215,646,198,2.9063,80000,NEAR BAY
-119.46,36.91,12,2980,495,1184,429,3.9141,123900,INLAND
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND
-121.6,39.75,19,2888,591,984,499,1.9766,92600,INLAND
-122.24,37.82,52,3665,517,1470,520,6.155,398600,NEAR BAY
-122.1,37.72,30,2599,366,922,350,5.8382,330200,NEAR BAY
-119.54,36.52,16,2703,415,1106,372,4.2045,120900,INLAND
-122.21,37.8,48,1321,263,506,252,4.0977,229700,NEAR BAY
-120.09,36.19,12,1923,559,2809,535,1.4191,55100,INLAND
-122.27,37.91,47,1930,315,692,296,6.3669,315500,NEAR BAY
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,NEAR BAY
-122.17,37.74,46,769,183,693,178,2.25,84200,NEAR BAY
-120.54,38.41,21,1435,294,668,267,2.5667,77400,INLAND
-119.73,36.56,32,1513,272,1038,272,3.0469,82700,INLAND
-122.04,37.53,34,2316,478,1524,467,3.7364,190400,NEAR BAY
-122.21,37.83,40,4991,674,1616,654,7.5544,411500,NEAR BAY
-121.98,37.97,26,2714,390,1232,409,5.9617,231100,INLAND
-122.07,37.7,39,1420,272,645,277,4.125,232500,NEAR BAY
-122.34,37.93,45,2225,486,1304,459,2.64,112100,NEAR BAY
-122.07,37.89,38,2139,343,809,340,5.5636,268800,NEAR BAY
-120.55,38.07,27,1199,224,463,199,2.9063,92200,INLAND
-122.05,37.55,23,4247,835,2357,823,5.1321,211300,NEAR BAY
-122.22,37.8,52,2286,464,1073,441,3.0298,199600,NEAR BAY
-122.35,37.96,29,1899,524,1357,443,1.875,97200,NEAR BAY
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200,<1H OCEAN
-121.75,39.4,29,1687,327,864,334,2.4943,81900,INLAND
-122.25,37.84,52,3104,687,1157,647,3.12,241400,NEAR BAY
-122.0,37.84,16,7681,946,2777,908,9.5271,500001,<1H OCEAN
-122.3,37.84,14,7355,2408,3100,2051,4.0018,143800,NEAR BAY
-119.74,36.71,17,5872,1250,5034,1224,2.1905,61800,INLAND
-122.13,37.7,21,4124,1054,2162,998,2.6321,223100,NEAR BAY
-119.82,36.72,17,1276,242,927,238,2.6176,54100,INLAND
-122.2,37.79,44,1621,452,1354,491,2.619,134700,NEAR BAY
-119.24,36.8,17,2052,405,975,340,2.6902,94400,INLAND
-121.88,37.99,16,3787,515,1606,507,5.5676,174200,INLAND
-121.79,37.99,10,4156,609,1878,586,5.6506,178600,INLAND
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY
-122.27,37.82,40,946,375,700,352,1.775,112500,NEAR BAY
-121.96,37.94,26,3084,505,1557,501,5.1582,194700,INLAND
-120.1,38.91,33,1561,282,30,11,1.875,500001,INLAND
-122.16,37.75,40,1227,294,928,261,1.8235,95200,NEAR BAY
-122.18,37.7,35,2562,554,1398,525,3.3906,178900,NEAR BAY
-119.83,36.54,31,1732,332,979,294,2.5208,60000,INLAND
-119.56,36.71,37,1609,374,1173,344,2.181,59900,INLAND
-122.2,37.79,29,1640,376,939,340,2.8321,150000,NEAR BAY
-121.58,39.76,19,2487,485,1110,453,3.1061,110200,INLAND
-120.59,38.76,21,1728,417,731,334,1.7266,94700,INLAND
-122.25,37.82,28,3337,855,1520,802,3.9063,225000,NEAR BAY
-121.94,37.95,18,2541,355,986,346,7.1978,288000,INLAND
-121.96,37.95,25,4026,791,1850,709,4.1483,181200,INLAND
-122.2,37.8,46,2041,405,1059,399,3.8487,203300,NEAR BAY
-122.32,38.01,26,3054,492,1495,496,4.6944,171100,NEAR BAY
-121.82,38.01,25,3018,606,1614,568,3.4722,127000,INLAND
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND
-119.8,36.7,28,1592,304,962,282,1.3304,51300,INLAND
-121.87,38.02,31,3644,746,2229,678,3.1389,117800,INLAND
-119.85,36.83,15,2563,335,1080,356,6.7181,160300,INLAND
-120.02,38.86,19,2429,459,883,300,3.017,97600,INLAND
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,INLAND
-122.22,37.77,40,494,114,547,135,2.8015,114800,NEAR BAY
-119.28,37.11,34,1901,394,171,73,3.0729,144600,INLAND
-121.56,39.52,26,1957,429,945,397,1.7308,53600,INLAND
-122.28,37.86,41,2214,550,1213,568,2.2845,153100,NEAR BAY
-122.08,37.68,26,1167,370,253,137,2.4196,275000,NEAR BAY
-119.77,36.78,36,3616,779,1994,786,2.5434,67300,INLAND
-122.19,37.74,43,707,147,417,155,2.5139,83400,NEAR BAY
-119.77,36.83,19,3237,507,1378,510,4.7804,101100,INLAND
-119.72,36.8,23,2128,442,1047,450,2.625,71500,INLAND
-121.39,39.39,52,189,34,121,37,3.0208,60000,INLAND
-119.63,36.64,33,1036,181,620,174,3.4107,110400,INLAND
-122.13,37.67,38,2012,347,880,332,3.1734,181600,NEAR BAY
-121.94,37.54,27,3715,526,1631,538,6.2179,305300,<1H OCEAN
-122.17,37.71,38,890,200,481,198,3.244,179800,NEAR BAY
-122.04,37.65,10,8299,1326,3827,1288,6.2579,315500,NEAR BAY
-121.88,37.67,16,4070,624,1543,577,6.5214,311500,INLAND
-120.08,36.34,18,1524,414,2030,356,2.1153,112500,INLAND
-122.32,37.97,33,1156,190,643,209,4.5,156600,NEAR BAY
-122.05,37.95,34,1408,277,738,269,4.175,169400,NEAR BAY
-122.03,37.62,35,1298,236,632,204,3.8929,209500,NEAR BAY
-119.87,36.79,7,1932,419,1014,389,3.0938,76700,INLAND
-120.78,38.72,19,4414,767,1865,699,3.6406,150900,INLAND
-122.25,37.84,52,2535,489,1094,514,3.6591,299200,NEAR BAY
-122.3,37.86,50,499,127,287,128,2.75,140600,NEAR BAY
-119.56,36.71,29,1963,392,1208,398,2.5741,73000,INLAND
-122.06,37.58,15,8112,1376,4576,1348,5.6758,253400,NEAR BAY
-122.09,38.0,6,10191,1882,4377,1789,5.2015,204200,NEAR BAY
-122.29,37.94,20,7578,1426,3637,1362,4.4387,190000,NEAR BAY
-119.89,36.79,5,3821,705,2179,694,3.7821,80400,INLAND
-122.12,37.89,30,3227,733,1260,684,4.125,257100,NEAR BAY
-122.36,37.96,31,1157,276,956,232,1.5347,80400,NEAR BAY
-122.21,37.84,34,3038,490,1140,496,7.0548,325900,NEAR BAY
-119.95,38.94,24,2180,517,755,223,2.5875,173400,INLAND
-122.18,37.78,33,142,31,575,47,3.875,225000,NEAR BAY
-121.93,37.93,16,2876,391,1089,377,6.299,286900,INLAND
-119.8,36.78,50,1818,374,737,338,2.2614,73000,INLAND
-121.56,39.69,8,2836,522,1163,512,3.13,168300,INLAND
-120.38,36.76,12,932,244,1043,243,1.4038,54300,INLAND
-122.22,37.78,50,1776,473,1807,440,1.7276,102300,NEAR BAY
-121.09,38.68,15,5218,711,1949,659,4.7083,213300,INLAND
-122.25,37.86,52,1709,318,719,295,5.0463,456300,NEAR BAY
-121.99,37.98,23,2293,411,969,399,4.4536,184000,INLAND
-119.77,36.79,27,2258,427,1076,423,2.9937,81100,INLAND
-122.04,37.58,14,14917,2708,8012,2606,5.6277,269800,NEAR BAY
-122.35,37.94,45,2112,493,1406,452,2.3456,105200,NEAR BAY
-120.72,38.38,9,1787,347,806,306,2.525,157200,INLAND
-122.06,37.99,17,1319,316,384,269,1.8229,137500,NEAR BAY
-119.75,36.87,3,13802,2244,5226,1972,5.0941,143700,INLAND
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY
-122.29,37.87,50,1829,536,1129,516,2.6684,185600,NEAR BAY
-123.83,41.88,18,1504,357,660,258,3.13,116700,<1H OCEAN
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-119.82,36.78,36,1582,313,761,318,2.6055,69200,INLAND
-122.0,37.82,20,2206,458,926,432,4.6042,256400,<1H OCEAN
-122.32,37.92,22,1119,220,565,199,3.3594,186900,NEAR BAY
-119.44,36.61,17,1531,280,775,246,3.9073,91600,INLAND
-122.3,37.89,36,1077,293,518,276,3.0208,206300,NEAR BAY
-122.15,37.72,31,1616,372,739,379,2.9097,210900,NEAR BAY
-120.06,36.72,32,981,237,736,249,1.8,60400,INLAND
-122.01,37.99,28,1900,401,918,351,3.7841,144900,NEAR BAY
-122.27,37.98,23,3455,479,1375,474,6.0289,218600,NEAR BAY
-119.67,36.89,15,2373,364,1280,386,5.308,167500,INLAND
-122.34,37.95,38,1340,298,766,241,3.2833,111700,NEAR BAY
-119.81,36.76,48,2059,388,834,405,2.9306,67900,INLAND
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY
-119.87,36.79,8,2875,548,1718,551,3.6522,80200,INLAND
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,NEAR BAY
-122.13,37.68,45,2457,445,1129,422,4.0588,182800,NEAR BAY
-119.56,36.7,40,1195,326,1135,315,2.1182,58900,INLAND
-122.25,37.8,52,2087,510,1197,488,3.0149,218400,NEAR BAY
-120.08,38.8,34,1988,511,36,15,4.625,162500,INLAND
-122.13,38.0,33,2821,652,1206,640,2.5481,150800,NEAR BAY
-122.04,37.89,33,2423,322,998,346,7.5349,349100,NEAR BAY
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND
-122.27,37.86,49,2052,435,924,414,2.5417,182700,NEAR BAY
-122.07,37.64,25,4524,860,2426,862,4.7083,190900,NEAR BAY
-119.82,36.84,9,2340,544,860,520,3.3229,119300,INLAND
-119.77,36.78,40,1411,284,609,296,1.9375,67700,INLAND
-122.25,37.86,52,1587,444,878,449,1.7652,336800,NEAR BAY
-122.03,37.62,32,2964,547,1472,527,4.2468,221200,NEAR BAY
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,NEAR BAY
-122.05,37.92,14,12713,2558,4741,2412,4.7094,234700,NEAR BAY
-122.21,37.84,44,3424,597,1358,597,6.0194,292300,NEAR BAY
-121.92,37.72,22,4638,716,2302,687,5.347,219500,<1H OCEAN
-122.12,37.85,18,5252,686,1870,657,8.0074,454100,NEAR BAY
-122.13,38.01,48,2123,494,859,474,1.8523,144800,NEAR BAY
-120.04,36.74,14,3182,730,2298,721,1.6168,71800,INLAND
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND
-120.57,38.35,17,1504,358,661,250,2.2604,84800,INLAND
-122.03,37.92,23,3318,408,1124,393,6.5847,358800,NEAR BAY
-119.71,36.8,17,2056,366,1259,367,3.9338,84700,INLAND
-120.72,38.57,8,892,185,427,164,2.6833,118800,INLAND
-122.03,37.59,16,4371,889,2530,817,4.6786,256000,NEAR BAY
-119.95,38.95,21,2046,580,952,353,1.7245,92200,INLAND
-122.05,37.96,35,2190,384,1154,401,3.8456,159800,NEAR BAY
-121.62,39.75,20,1173,261,523,258,1.0625,92800,INLAND
-119.89,36.76,17,1987,335,1152,313,4.1719,126400,INLAND
-122.24,37.76,52,2504,516,979,472,3.4762,244000,NEAR BAY
-122.25,37.85,52,919,213,413,193,4.0368,269700,NEAR BAY
-122.19,37.75,19,2207,565,1481,520,1.3194,81400,NEAR BAY
-120.72,38.42,17,5654,1085,2237,953,3.0465,144100,INLAND
-119.81,36.6,24,2246,462,1291,394,2.4006,76400,INLAND
-122.28,37.85,48,2063,484,1054,466,2.2625,132900,NEAR BAY
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100,INLAND
-119.75,36.8,30,3308,662,1894,648,2.197,74500,INLAND
-122.08,37.84,17,1320,159,1722,141,11.7064,500001,NEAR BAY
-121.0,38.58,12,3425,549,1357,451,5.3344,217500,INLAND
-121.74,37.95,5,4980,774,2399,763,5.7104,186300,INLAND
-122.33,37.95,45,1585,329,981,373,3.0313,135800,NEAR BAY
-122.01,37.56,24,2563,485,1174,501,3.8179,216100,NEAR BAY
-119.57,36.72,11,2510,460,1248,445,3.6161,99500,INLAND
-121.47,39.51,19,3720,636,1304,607,2.6921,97500,INLAND
-121.94,37.83,11,2836,373,959,335,10.5815,500001,INLAND
-122.23,37.76,52,1316,177,378,162,5.2915,333000,NEAR BAY
-122.34,37.94,42,2206,451,989,444,3.125,143900,NEAR BAY
-122.22,37.78,44,2968,710,2269,610,2.3906,111700,NEAR BAY
-120.08,36.79,38,1446,285,928,255,2.9808,89600,INLAND
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200,INLAND
-122.27,37.83,48,1798,432,987,374,1.0972,104500,NEAR BAY
-122.07,37.69,29,2304,618,1021,552,2.5362,203800,NEAR BAY
-122.16,37.74,43,1534,300,826,295,4.0417,109400,NEAR BAY
-122.12,37.68,45,2179,401,1159,399,3.4839,180600,NEAR BAY
-122.16,37.68,16,1687,348,568,352,2.3869,83300,NEAR BAY
-119.44,36.59,28,1343,330,1331,305,1.516,56700,INLAND
-121.04,38.81,11,3522,623,1456,544,3.93,163400,INLAND
-122.29,37.81,46,935,297,582,277,0.7286,95200,NEAR BAY
-121.85,37.72,43,228,40,83,42,10.3203,400000,INLAND
-121.89,38.01,30,4114,743,1994,722,4.2227,134400,INLAND
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,INLAND
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,INLAND
-122.17,37.75,44,1218,248,763,254,2.3281,88800,NEAR BAY
-121.76,37.68,32,1078,207,555,197,3.1856,186900,INLAND
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
-121.54,39.33,27,720,150,359,138,2.5313,61300,INLAND
-122.27,37.89,52,3046,373,975,365,8.8342,430500,NEAR BAY
-122.16,37.74,46,1029,181,567,211,3.4844,129500,NEAR BAY
-122.16,37.71,37,1507,242,632,253,4.5553,191000,NEAR BAY
-121.7,39.36,46,1210,243,523,242,1.91,63900,INLAND
-121.97,38.03,17,3685,685,1939,649,3.7043,139800,INLAND
-122.3,37.89,52,1248,283,620,275,4.0875,221300,NEAR BAY
-122.28,37.88,52,2495,491,1058,464,4.1429,259600,NEAR BAY
-122.22,37.79,49,1826,450,1201,424,2.5,136700,NEAR BAY
-122.15,37.73,45,3758,819,1573,736,2.8355,245400,NEAR BAY
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN
-122.18,37.76,43,2018,408,1111,367,1.8913,91200,NEAR BAY
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
-122.16,37.74,52,771,147,355,144,4.1458,143400,NEAR BAY
-122.3,37.9,15,5083,1212,2420,1146,4.5824,256100,NEAR BAY
-121.99,37.97,22,2823,509,1271,474,5.1333,207200,INLAND
-122.3,37.97,30,4030,772,1777,718,3.6393,184000,NEAR BAY
-122.08,37.95,24,3173,548,1351,536,5.0672,243000,NEAR BAY
-119.85,36.75,24,1143,245,608,240,2.8194,81100,INLAND
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY
-122.12,38.01,42,2225,367,864,381,4.1189,172400,NEAR BAY
-122.34,37.97,19,392,109,287,81,6.0426,110000,NEAR BAY
-121.87,37.67,10,4337,800,1813,743,5.5,247200,INLAND
-119.82,36.83,16,2868,376,1016,379,6.1175,144700,INLAND
-120.79,38.24,19,1003,235,538,190,2.9821,90400,INLAND
-122.35,37.93,19,1334,366,1048,316,1.7865,88000,NEAR BAY
-122.2,37.77,49,2272,498,1621,483,2.4338,102400,NEAR BAY
-119.79,36.78,41,2227,462,1129,415,2.319,59100,INLAND
-124.21,41.77,17,3461,722,1947,647,2.5795,68400,NEAR OCEAN
-121.97,37.55,17,4924,1247,3080,1182,3.168,189400,<1H OCEAN
-119.87,36.54,34,1370,287,818,269,2.4044,72500,INLAND
-122.36,37.93,44,1891,449,1047,432,1.7727,86100,NEAR BAY
-119.99,38.93,23,1882,414,673,277,2.9091,141900,INLAND
-119.69,36.81,15,2892,496,1634,501,4.4934,88000,INLAND
-119.78,36.73,52,1377,319,1280,259,1.2344,43300,INLAND
-122.09,37.68,43,1415,348,569,293,2.5156,190900,NEAR BAY
-122.14,37.69,38,1571,317,874,301,4.4659,189100,NEAR BAY
-121.93,37.53,27,5532,973,2855,960,4.7478,243500,<1H OCEAN
-122.29,37.9,49,1283,238,576,236,3.3333,276800,NEAR BAY
-122.02,37.56,35,1716,312,914,316,5.5737,214500,NEAR BAY
-122.08,37.92,26,1733,265,796,274,6.195,264900,NEAR BAY
-119.79,36.85,11,2596,619,1765,539,1.9511,54000,INLAND
-122.03,37.6,24,2077,383,1488,389,4.5721,214700,NEAR BAY
-122.26,37.83,51,936,311,517,249,1.2852,150000,NEAR BAY
-119.72,36.81,15,2175,564,1194,482,2.6767,87500,INLAND
-122.18,37.91,31,7200,876,2428,843,10.9405,500001,NEAR BAY
